"","SORTER","Submitted_Name","Submitted_Author","Submitted_Genus","Submitted_Rank","Name_in_database","Author_in_database","Genus_in_database","Rank_in_database","ID_in_database","Name_set","Fuzzy","Score","name.dist","author.dist","New_name","New_author","New_ID","Family","Name_spLev","Accepted_SPNAME","NOTE"
"2001",410,"Trifolium arvense","","Trifolium",2,"Trifolium arvense","L.","Trifolium",2,"ild-8046",1,FALSE,0.8,0,NA,NA,NA,NA,"Leguminosae",NA,"Trifolium arvense",NA
"1070",411,"Iris unguicularis","","Iris",2,"Iris unguicularis","Poir.","Iris",2,"kew-322524",1,FALSE,0.8,0,NA,NA,NA,NA,"Iridaceae",NA,"Iris unguicularis",NA
"1961",412,"Teucrium scorodonia","","Teucrium",2,"Teucrium scorodonia","L.","Teucrium",2,"kew-203387",1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Teucrium scorodonia",NA
"84",413,"Alnus cordata","","Alnus",2,"Alnus cordata","(Loisel.) Duby","Alnus",2,"kew-6294",1,FALSE,0.8,0,NA,NA,NA,NA,"Betulaceae",NA,"Alnus cordata",NA
"1124",414,"Lantana camara","","Lantana",2,"Lantana camara","L.","Lantana",2,"kew-107934",1,FALSE,0.8,0,NA,NA,NA,NA,"Verbenaceae",NA,"Lantana camara",NA
"58",415,"Allium carinatum","","Allium",2,"Allium carinatum","L.","Allium",2,"kew-295243",1,FALSE,0.8,0,NA,NA,NA,NA,"Amaryllidaceae",NA,"Allium carinatum",NA
"2144",416,"Zea mays","","Zea",2,"Zea mays","L.","Zea",2,"kew-450362",1,FALSE,0.8,0,NA,NA,NA,NA,"Poaceae",NA,"Zea mays",NA
"1295",417,"Meum athamanticum","","Meum",2,"Meum athamanticum","Jacq.","Meum",2,"kew-2365193",1,FALSE,0.8,0,NA,NA,NA,NA,"Apiaceae",NA,"Meum athamanticum",NA
"973",418,"Grevillea robusta","","Grevillea",2,"Grevillea robusta","A.Cunn. ex R.Br.","Grevillea",2,"kew-2832700",1,FALSE,0.8,0,NA,NA,NA,NA,"Proteaceae",NA,"Grevillea robusta",NA
"2040",419,"Tussilago farfara","","Tussilago",2,"Tussilago farfara","L.","Tussilago",2,"gcc-78510",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Tussilago farfara",NA
"976",420,"Hedera helix","","Hedera",2,"Hedera helix","L.","Hedera",2,"kew-96659",1,FALSE,0.8,0,NA,NA,NA,NA,"Araliaceae",NA,"Hedera helix",NA
"1796",421,"Schinus molle","","Schinus",2,"Schinus molle","L.","Schinus",2,"kew-2480199",1,FALSE,0.8,0,NA,NA,NA,NA,"Anacardiaceae",NA,"Schinus molle",NA
"2037",422,"Tuberaria praecox","","Tuberaria",2,"Tuberaria praecox","(Salzm. ex Boiss. & Reut.) Grosser","Tuberaria",2,"kew-2431011",1,FALSE,0.8,0,NA,NA,NA,NA,"Cistaceae",NA,"Tuberaria praecox",NA
"473",423,"Centaurea calcitrapa","","Centaurea",2,"Centaurea calcitrapa","L.","Centaurea",2,"gcc-97901",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Centaurea calcitrapa","Multiple results"
"1098",424,"Juniperus oxycedrus","","Juniperus",2,"Juniperus oxycedrus","L.","Juniperus",2,"kew-2332702",1,FALSE,0.8,0,NA,NA,NA,NA,"Cupressaceae",NA,"Juniperus oxycedrus",NA
"1959",425,"Teucrium montanum","","Teucrium",2,"Teucrium montanum","L.","Teucrium",2,"kew-203119",1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Teucrium montanum",NA
"1784",426,"Samolus valerandi","","Samolus",2,"Samolus valerandi","L.","Samolus",2,"kew-2599143",1,FALSE,0.8,0,NA,NA,NA,NA,"Primulaceae",NA,"Samolus valerandi",NA
"1029",427,"Humulus lupulus","","Humulus",2,"Humulus lupulus","L.","Humulus",2,"kew-2855039",1,FALSE,0.8,0,NA,NA,NA,NA,"Cannabaceae",NA,"Humulus lupulus",NA
"323",428,"Bunias erucago","","Bunias",2,"Bunias erucago","L.","Bunias",2,"kew-2686089",1,FALSE,0.8,0,NA,NA,NA,NA,"Brassicaceae",NA,"Bunias erucago",NA
"1064",429,"Iris orientalis","","Iris",2,"Iris orientalis","Mill.","Iris",2,"kew-322196",1,FALSE,0.8,0,NA,NA,NA,NA,"Iridaceae",NA,"Iris orientalis",NA
"1632",430,"Pyrus communis","","Pyrus",2,"Pyrus communis","Bunge","Pyrus",2,"rjp-35841",1,FALSE,0.8,0,NA,NA,NA,NA,"Rosaceae",NA,"Pyrus communis","Multiple results"
"22",431,"Aegopodium podagraria","","Aegopodium",2,"Aegopodium podagraria","L.","Aegopodium",2,"kew-2623499",1,FALSE,0.8,0,NA,NA,NA,NA,"Apiaceae",NA,"Aegopodium podagraria",NA
"534",432,"Circaea lutetiana","","Circaea",2,"Circaea lutetiana","L.","Circaea",2,"kew-2721837",1,FALSE,0.8,0,NA,NA,NA,NA,"Onagraceae",NA,"Circaea lutetiana",NA
"1192",433,"Lobelia erinus","","Lobelia",2,"Lobelia erinus","L.","Lobelia",2,"kew-353498",1,FALSE,0.8,0,NA,NA,NA,NA,"Campanulaceae",NA,"Lobelia erinus",NA
"1432",434,"Pallenis spinosa","","Pallenis",2,"Pallenis spinosa","(L.) Cass.","Pallenis",2,"gcc-34594",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Pallenis spinosa",NA
"2118",435,"Vincetoxicum hirundinaria","","Vincetoxicum",2,"Vincetoxicum hirundinaria","Medik.","Vincetoxicum",2,"kew-2456889",1,FALSE,0.8,0,NA,NA,NA,NA,"Apocynaceae",NA,"Vincetoxicum hirundinaria",NA
"1554",436,"Polygonum aviculare","","Polygonum",2,"Polygonum aviculare","L.","Polygonum",2,"kew-2574669",1,FALSE,0.8,0,NA,NA,NA,NA,"Polygonaceae",NA,"Polygonum aviculare",NA
"535",437,"Cirsium arvense","","Cirsium",2,"Cirsium arvense","(L.) Scop.","Cirsium",2,"gcc-106632",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Cirsium arvense",NA
"235",438,"Asplenium trichomanes","","Asplenium",2,"Asplenium trichomanes","L.","Asplenium",2,"tro-26602551",1,FALSE,0.8,0,NA,NA,NA,NA,"Aspleniaceae",NA,"Asplenium trichomanes",NA
"1178",439,"Lilium candidum","","Lilium",2,"Lilium candidum","L.","Lilium",2,"kew-280671",1,FALSE,0.8,0,NA,NA,NA,NA,"Liliaceae",NA,"Lilium candidum",NA
"1313",440,"Mycelis muralis","","Mycelis",2,"Mycelis muralis","(L.) Dumort.","Mycelis",2,"gcc-86616",1,FALSE,0.8,0,NA,"[Accepted name needs to be determined]",NA,"gcc-116089","Compositae",NA,"[Accepted name needs to be determined]",NA
"706",441,"Digitaria sanguinalis","","Digitaria",2,"Digitaria sanguinalis","(L.) Scop.","Digitaria",2,"kew-409361",1,FALSE,0.8,0,NA,NA,NA,NA,"Poaceae",NA,"Digitaria sanguinalis",NA
"1911",442,"Sorghum halepense","","Sorghum",2,"Sorghum halepense","(L.) Pers.","Sorghum",2,"kew-443460",1,FALSE,0.8,0,NA,NA,NA,NA,"Poaceae",NA,"Sorghum halepense",NA
"1241",443,"Lythrum salicaria","","Lythrum",2,"Lythrum salicaria","L.","Lythrum",2,"kew-2354139",1,FALSE,0.8,0,NA,NA,NA,NA,"Lythraceae",NA,"Lythrum salicaria",NA
"1627",444,"Pyracantha coccinea","","Pyracantha",2,"Pyracantha coccinea","M.Roem.","Pyracantha",2,"rjp-447",1,FALSE,0.8,0,NA,NA,NA,NA,"Rosaceae",NA,"Pyracantha coccinea",NA
"531",445,"Cicer arietinum","","Cicer",2,"Cicer arietinum","L.","Cicer",2,"ild-4318",1,FALSE,0.8,0,NA,NA,NA,NA,"Leguminosae",NA,"Cicer arietinum",NA
"1956",446,"Teucrium chamaedrys","","Teucrium",2,"Teucrium chamaedrys","L.","Teucrium",2,"kew-202772",1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Teucrium chamaedrys",NA
"1835",447,"Sequoia sempervirens","","Sequoia",2,"Sequoia sempervirens","(D.Don) Endl.","Sequoia",2,"kew-2484394",1,FALSE,0.8,0,NA,NA,NA,NA,"Cupressaceae",NA,"Sequoia sempervirens",NA
"1054",448,"Iberis umbellata","","Iberis",2,"Iberis umbellata","L.","Iberis",2,"kew-2859940",1,FALSE,0.8,0,NA,NA,NA,NA,"Brassicaceae",NA,"Iberis umbellata",NA
"1441",449,"Parietaria officinalis","","Parietaria",2,"Parietaria officinalis","L.","Parietaria",2,"kew-2546423",1,FALSE,0.8,0,NA,NA,NA,NA,"Urticaceae",NA,"Parietaria officinalis",NA
"1624",450,"Pulicaria odora","","Pulicaria",2,"Pulicaria odora","(L.) Rchb.","Pulicaria",2,"gcc-42390",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Pulicaria odora",NA
"1989",451,"Tradescantia pallida","","Tradescantia",2,"Tradescantia pallida","(Rose) D.R.Hunt","Tradescantia",2,"kew-270389",1,FALSE,0.8,0,NA,NA,NA,NA,"Commelinaceae",NA,"Tradescantia pallida",NA
"1552",452,"Polygonatum verticillatum","","Polygonatum",2,"Polygonatum verticillatum","(L.) All.","Polygonatum",2,"kew-284150",1,FALSE,0.8,0,NA,NA,NA,NA,"Asparagaceae",NA,"Polygonatum verticillatum",NA
"2033",453,"Triticum turgidum","","Triticum",2,"Triticum turgidum","L.","Triticum",2,"kew-449127",1,FALSE,0.8,0,NA,NA,NA,NA,"Poaceae",NA,"Triticum turgidum",NA
"949",454,"Geranium sanguineum","","Geranium",2,"Geranium sanguineum","L.","Geranium",2,"kew-2824000",1,FALSE,0.8,0,NA,NA,NA,NA,"Geraniaceae",NA,"Geranium sanguineum",NA
"8",455,"Acer platanoides","","Acer",2,"Acer platanoides","L.","Acer",2,"kew-2616254",1,FALSE,0.8,0,NA,NA,NA,NA,"Sapindaceae",NA,"Acer platanoides",NA
"464",456,"Castanea sativa","","Castanea",2,"Castanea sativa","Mill.","Castanea",2,"kew-35042",1,FALSE,0.8,0,NA,NA,NA,NA,"Fagaceae",NA,"Castanea sativa",NA
"1825",457,"Senecio angulatus","","Senecio",2,"Senecio angulatus","L.f.","Senecio",2,"gcc-1601",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Senecio angulatus","Multiple results"
"1358",458,"Oenothera rosea","","Oenothera",2,"Oenothera rosea","L'Hér. ex Aiton","Oenothera",2,"kew-2399573",1,FALSE,0.8,0,NA,NA,NA,NA,"Onagraceae",NA,"Oenothera rosea",NA
"1533",459,"Poa annua","","Poa",2,"Poa annua","L.","Poa",2,"kew-435194",1,FALSE,0.8,0,NA,NA,NA,NA,"Poaceae",NA,"Poa annua",NA
"1472",460,"Petasites pyrenaicus","","Petasites",2,"Petasites pyrenaicus","(L.) G.López","Petasites",2,"gcc-88861",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Petasites pyrenaicus",NA
"1982",461,"Torilis arvensis","","Torilis",2,"Torilis arvensis","(Huds.) Link","Torilis",2,"kew-2435694",1,FALSE,0.8,0,NA,NA,NA,NA,"Apiaceae",NA,"Torilis arvensis",NA
"518",462,"Cestrum thyrsoideum","","Cestrum",2,"Cestrum thyrsoideum","Kunth","Cestrum",2,"tro-29602387",1,FALSE,0.8,0,NA,NA,NA,NA,"Solanaceae",NA,"Cestrum thyrsoideum",NA
"1981",463,"Tordylium maximum","","Tordylium",2,"Tordylium maximum","L.","Tordylium",2,"kew-2435637",1,FALSE,0.8,0,NA,NA,NA,NA,"Apiaceae",NA,"Tordylium maximum",NA
"1137",464,"Lathyrus odoratus","","Lathyrus",2,"Lathyrus odoratus","L.","Lathyrus",2,"ild-7772",1,FALSE,0.8,0,NA,NA,NA,NA,"Leguminosae",NA,"Lathyrus odoratus",NA
"1135",465,"Lathyrus nissolia","","Lathyrus",2,"Lathyrus nissolia","L.","Lathyrus",2,"ild-7769",1,FALSE,0.8,0,NA,NA,NA,NA,"Leguminosae",NA,"Lathyrus nissolia",NA
"2143",466,"Zantedeschia aethiopica","","Zantedeschia",2,"Zantedeschia aethiopica","(L.) Spreng.","Zantedeschia",2,"kew-215527",1,FALSE,0.8,0,NA,NA,NA,NA,"Araceae",NA,"Zantedeschia aethiopica",NA
"1290",467,"Mentha suaveolens","","Mentha",2,"Mentha suaveolens","Ehrh.","Mentha",2,"kew-125435",1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Mentha suaveolens",NA
"1308",468,"Morus nigra","","Morus",2,"Morus nigra","L.","Morus",2,"kew-2501426",1,FALSE,0.8,0,NA,NA,NA,NA,"Moraceae",NA,"Morus nigra",NA
"559",469,"Clinopodium vulgare","","Clinopodium",2,"Clinopodium vulgare","L.","Clinopodium",2,"kew-43704",1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Clinopodium vulgare",NA
"733",470,"Ecballium elaterium","","Ecballium",2,"Ecballium elaterium","(L.) A.Rich.","Ecballium",2,"kew-2780660",1,FALSE,0.8,0,NA,NA,NA,NA,"Cucurbitaceae",NA,"Ecballium elaterium",NA
"208",471,"Artemisia alba","","Artemisia",2,"Artemisia alba","Turra","Artemisia",2,"gcc-102611",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Artemisia alba",NA
"1399",472,"Orlaya grandiflora","","Orlaya",2,"Orlaya grandiflora","(L.) Hoffm.","Orlaya",2,"kew-2390188",1,FALSE,0.8,0,NA,NA,NA,NA,"Apiaceae",NA,"Orlaya grandiflora",NA
"1566",473,"Populus nigra","","Populus",2,"Populus nigra","L.","Populus",2,"kew-5000337",1,FALSE,0.8,0,NA,NA,NA,NA,"Salicaceae",NA,"Populus nigra",NA
"1108",474,"Lactuca perennis","","Lactuca",2,"Lactuca perennis","L.","Lactuca",2,"gcc-118579",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Lactuca perennis",NA
"328",475,"Buxus sempervirens","","Buxus",2,"Buxus sempervirens","L.","Buxus",2,"kew-2688005",1,FALSE,0.8,0,NA,NA,NA,NA,"Buxaceae",NA,"Buxus sempervirens",NA
"1000",476,"Hemerocallis fulva","","Hemerocallis",2,"Hemerocallis fulva","(L.) L.","Hemerocallis",2,"kew-277643",1,FALSE,0.8,0,NA,NA,NA,NA,"Xanthorrhoeaceae",NA,"Hemerocallis fulva",NA
"1529",477,"Plantago media","","Plantago",2,"Plantago media","L.","Plantago",2,"kew-2569797",1,FALSE,0.8,0,NA,NA,NA,NA,"Plantaginaceae",NA,"Plantago media",NA
"1430",478,"Oxalis pes-caprae","","Oxalis",2,"Oxalis pes-caprae","L.","Oxalis",2,"kew-2393938",1,FALSE,0.8,0,NA,NA,NA,NA,"Oxalidaceae",NA,"Oxalis pes-caprae",NA
"1567",479,"Populus tremula","","Populus",2,"Populus tremula","L.","Populus",2,"kew-5000217",1,FALSE,0.8,0,NA,NA,NA,NA,"Salicaceae",NA,"Populus tremula",NA
"239",480,"Atadinus alpinus","","Atadinus",2,"Atadinus alpinus","Raf.","Atadinus",2,"kew-2664413",1,FALSE,0.8,0,NA,NA,NA,NA,"Rhamnaceae",NA,"Atadinus alpinus",NA
"629",481,"Crithmum maritimum","","Crithmum",2,"Crithmum maritimum","L.","Crithmum",2,"tro-1702306",1,FALSE,0.8,0,NA,NA,NA,NA,"Apiaceae",NA,"Crithmum maritimum",NA
"1803",482,"Scirpoides holoschoenus","","Scirpoides",2,"Scirpoides holoschoenus","(L.) Soják","Scirpoides",2,"kew-263641",1,FALSE,0.8,0,NA,NA,NA,NA,"Cyperaceae",NA,"Scirpoides holoschoenus",NA
"105",483,"Amaranthus blitum","","Amaranthus",2,"Amaranthus blitum","Rchb. ex Steud.","Amaranthus",2,"kew-2632715",1,FALSE,0.8,0,NA,NA,NA,NA,"Amaranthaceae",NA,"Amaranthus blitum","Multiple results"
"1820",484,"Sedum palmeri","","Sedum",2,"Sedum palmeri","S. Watson","Sedum",2,"tro-8900149",1,FALSE,0.8,0,NA,NA,NA,NA,"Crassulaceae",NA,"Sedum palmeri",NA
"1301",485,"Moehringia muscosa","","Moehringia",2,"Moehringia muscosa","L.","Moehringia",2,"kew-2369254",1,FALSE,0.8,0,NA,NA,NA,NA,"Caryophyllaceae",NA,"Moehringia muscosa",NA
"1658",486,"Ranunculus parviflorus","","Ranunculus",2,"Ranunculus parviflorus","L.","Ranunculus",2,"kew-2527012",1,FALSE,0.8,0,NA,NA,NA,NA,"Ranunculaceae",NA,"Ranunculus parviflorus",NA
"101",487,"Althaea officinalis","","Althaea",2,"Althaea officinalis","L.","Althaea",2,"kew-2631597",1,FALSE,0.8,0,NA,NA,NA,NA,"Malvaceae",NA,"Althaea officinalis",NA
"1118",488,"Lamium amplexicaule","","Lamium",2,"Lamium amplexicaule","L.","Lamium",2,"kew-107386",1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Lamium amplexicaule",NA
"3",489,"Acacia dealbata","","Acacia",2,"Acacia dealbata","Link","Acacia",2,"ild-389",1,FALSE,0.8,0,NA,NA,NA,NA,"Leguminosae",NA,"Acacia dealbata",NA
"357",490,"Campsis radicans","","Campsis",2,"Campsis radicans","(L.) Seem.","Campsis",2,"kew-320348",1,FALSE,0.8,0,NA,NA,NA,NA,"Bignoniaceae",NA,"Campsis radicans",NA
"1559",491,"Polypogon monspeliensis","","Polypogon",2,"Polypogon monspeliensis","(L.) Desf.","Polypogon",2,"kew-438098",1,FALSE,0.8,0,NA,NA,NA,NA,"Poaceae",NA,"Polypogon monspeliensis",NA
"1990",492,"Tradescantia sillamontana","","Tradescantia",2,"Tradescantia sillamontana","Matuda","Tradescantia",2,"kew-270449",1,FALSE,0.8,0,NA,NA,NA,NA,"Commelinaceae",NA,"Tradescantia sillamontana",NA
"1665",493,"Raphanus raphanistrum","","Raphanus",2,"Raphanus raphanistrum","L.","Raphanus",2,"kew-2422367",1,FALSE,0.8,0,NA,NA,NA,NA,"Brassicaceae",NA,"Raphanus raphanistrum",NA
"2027",494,"Tripodion tetraphyllum","","Tripodion",2,"Tripodion tetraphyllum","(L.) Fourr.","Tripodion",2,"ild-5222",1,FALSE,0.8,0,NA,NA,NA,NA,"Leguminosae",NA,"Tripodion tetraphyllum",NA
"1144",495,"Lathyrus vernus","","Lathyrus",2,"Lathyrus vernus","(L.) Bernh.","Lathyrus",2,"ild-8891",1,FALSE,0.8,0,NA,NA,NA,NA,"Leguminosae",NA,"Lathyrus vernus",NA
"18",496,"Aegilops geniculata","","Aegilops",2,"Aegilops geniculata","Roth","Aegilops",2,"kew-387679",1,FALSE,0.8,0,NA,NA,NA,NA,"Poaceae",NA,"Aegilops geniculata",NA
"1018",497,"Holcus lanatus","","Holcus",2,"Holcus lanatus","L.","Holcus",2,"kew-419046",1,FALSE,0.8,0,NA,NA,NA,NA,"Poaceae",NA,"Holcus lanatus",NA
"2070",498,"Verbascum phoeniceum","","Verbascum",2,"Verbascum phoeniceum","L.","Verbascum",2,"kew-2453567",1,FALSE,0.8,0,NA,NA,NA,NA,"Scrophulariaceae",NA,"Verbascum phoeniceum",NA
"1840",499,"Serapias parviflora","","Serapias",2,"Serapias parviflora","Parl.","Serapias",2,"kew-190707",1,FALSE,0.8,0,NA,NA,NA,NA,"Orchidaceae",NA,"Serapias parviflora",NA
"1610",500,"Prunus mahaleb","","Prunus",2,"Prunus mahaleb","L.","Prunus",2,"rjp-57",1,FALSE,0.8,0,NA,NA,NA,NA,"Rosaceae",NA,"Prunus mahaleb",NA
"204",501,"Aristolochia rotunda","","Aristolochia",2,"Aristolochia rotunda","L.","Aristolochia",2,"kew-2651846",1,FALSE,0.8,0,NA,NA,NA,NA,"Aristolochiaceae",NA,"Aristolochia rotunda",NA
"1410",502,"Ornithopus compressus","","Ornithopus",2,"Ornithopus compressus","L.","Ornithopus",2,"ild-5201",1,FALSE,0.8,0,NA,NA,NA,NA,"Leguminosae",NA,"Ornithopus compressus",NA
"262",503,"Bellevalia romana","","Bellevalia",2,"Bellevalia romana","(L.) Sweet","Bellevalia",2,"kew-300503",1,FALSE,0.8,0,NA,NA,NA,NA,"Asparagaceae",NA,"Bellevalia romana","Multiple results"
"344",504,"Callitriche stagnalis","","Callitriche",2,"Callitriche stagnalis","Scop.","Callitriche",2,"kew-31680",1,FALSE,0.8,0,NA,NA,NA,NA,"Plantaginaceae",NA,"Callitriche stagnalis",NA
"257",505,"Ballota nigra","","Ballota",2,"Ballota nigra","L.","Ballota",2,"kew-19633",1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Ballota nigra",NA
"1120",506,"Lamium galeobdolon","","Lamium",2,"Lamium galeobdolon","(L.) L.","Lamium",2,"kew-107452",1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Lamium galeobdolon",NA
"1520",507,"Pistacia terebinthus","","Pistacia",2,"Pistacia terebinthus","L.","Pistacia",2,"kew-2407017",1,FALSE,0.8,0,NA,NA,NA,NA,"Anacardiaceae",NA,"Pistacia terebinthus",NA
"639",508,"Cuscuta campestris","","Cuscuta",2,"Cuscuta campestris","Yunck.","Cuscuta",2,"tro-8500663",1,FALSE,0.8,0,NA,NA,NA,NA,"Convolvulaceae",NA,"Cuscuta campestris",NA
"1013",509,"Himantoglossum robertianum","","Himantoglossum",2,"Himantoglossum robertianum","(Loisel.) P.Delforge","Himantoglossum",2,"kew-99287",1,FALSE,0.8,0,NA,NA,NA,NA,"Orchidaceae",NA,"Himantoglossum robertianum",NA
"1174",510,"Ligustrum lucidum","","Ligustrum",2,"Ligustrum lucidum","W.T.Aiton","Ligustrum",2,"kew-354188",1,FALSE,0.8,0,NA,NA,NA,NA,"Oleaceae",NA,"Ligustrum lucidum",NA
"1655",511,"Ranunculus muricatus","","Ranunculus",2,"Ranunculus muricatus","L.","Ranunculus",2,"kew-2526257",1,FALSE,0.8,0,NA,NA,NA,NA,"Ranunculaceae",NA,"Ranunculus muricatus",NA
"2031",512,"Triticum aestivum","","Triticum",2,"Triticum aestivum","L.","Triticum",2,"kew-448365",1,FALSE,0.8,0,NA,NA,NA,NA,"Poaceae",NA,"Triticum aestivum",NA
"1479",513,"Phacelia tanacetifolia","","Phacelia",2,"Phacelia tanacetifolia","Benth.","Phacelia",2,"kew-2529862",1,FALSE,0.8,0,NA,NA,NA,NA,"Boraginaceae",NA,"Phacelia tanacetifolia",NA
"1001",514,"Hemerocallis lilioasphodelus","","Hemerocallis",2,"Hemerocallis lilioasphodelus","L.","Hemerocallis",2,"kew-277656",1,FALSE,0.8,0,NA,NA,NA,NA,"Xanthorrhoeaceae",NA,"Hemerocallis lilioasphodelus",NA
"1776",515,"Salvia glutinosa","","Salvia",2,"Salvia glutinosa","L.","Salvia",2,"kew-182731",1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Salvia glutinosa",NA
"817",516,"Euphorbia dendroides","","Euphorbia",2,"Euphorbia dendroides","L.","Euphorbia",2,"kew-79302",1,FALSE,0.8,0,NA,NA,NA,NA,"Euphorbiaceae",NA,"Euphorbia dendroides",NA
"1256",517,"Matricaria chamomilla","","Matricaria",2,"Matricaria chamomilla","L.","Matricaria",2,"gcc-103038",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Matricaria chamomilla","Multiple results"
"467",518,"Catharanthus roseus","","Catharanthus",2,"Catharanthus roseus","(L.) G.Don","Catharanthus",2,"kew-35719",1,FALSE,0.8,0,NA,NA,NA,NA,"Apocynaceae",NA,"Catharanthus roseus",NA
"1748",519,"Rumex pulcher","","Rumex",2,"Rumex pulcher","L.","Rumex",2,"kew-2424875",1,FALSE,0.8,0,NA,NA,NA,NA,"Polygonaceae",NA,"Rumex pulcher",NA
"50",520,"Alcea rosea","","Alcea",2,"Alcea rosea","L.","Alcea",2,"kew-2627710",1,FALSE,0.8,0,NA,NA,NA,NA,"Malvaceae",NA,"Alcea rosea",NA
"1882",521,"Solanum linnaeanum","","Solanum",2,"Solanum linnaeanum","Hepper & P.-M.L.Jaeger","Solanum",2,"tro-29607262",1,FALSE,0.8,0,NA,NA,NA,NA,"Solanaceae",NA,"Solanum linnaeanum",NA
"1503",522,"Picea pungens","","Picea",2,"Picea pungens","Engelm.","Picea",2,"kew-2563553",1,FALSE,0.8,0,NA,NA,NA,NA,"Pinaceae",NA,"Picea pungens",NA
"1987",523,"Trachycarpus fortunei","","Trachycarpus",2,"Trachycarpus fortunei","(Hook.) H.Wendl.","Trachycarpus",2,"kew-207159",1,FALSE,0.8,0,NA,NA,NA,NA,"Arecaceae",NA,"Trachycarpus fortunei",NA
"1848",524,"Setaria pumila","","Setaria",2,"Setaria pumila","(Poir.) Roem. & Schult.","Setaria",2,"kew-442645",1,FALSE,0.8,0,NA,NA,NA,NA,"Poaceae",NA,"Setaria pumila",NA
"469",525,"Celosia argentea","","Celosia",2,"Celosia argentea","L.","Celosia",2,"kew-2707791",1,FALSE,0.8,0,NA,NA,NA,NA,"Amaranthaceae",NA,"Celosia argentea",NA
"898",526,"Galega officinalis","","Galega",2,"Galega officinalis","L.","Galega",2,"ild-7674",1,FALSE,0.8,0,NA,NA,NA,NA,"Leguminosae",NA,"Galega officinalis",NA
"174",527,"Antirrhinum latifolium","","Antirrhinum",2,"Antirrhinum latifolium","Mill.","Antirrhinum",2,"kew-2642682",1,FALSE,0.8,0,NA,NA,NA,NA,"Plantaginaceae",NA,"Antirrhinum latifolium",NA
"1111",528,"Lactuca serriola","","Lactuca",2,"Lactuca serriola","L.","Lactuca",2,"gcc-114649",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Lactuca serriola",NA
"538",529,"Cistus creticus","","Cistus",2,"Cistus creticus","L.","Cistus",2,"kew-2723343",1,FALSE,0.8,0,NA,NA,NA,NA,"Cistaceae",NA,"Cistus creticus",NA
"1496",530,"Phyla nodiflora","","Phyla",2,"Phyla nodiflora","(L.) Greene","Phyla",2,"kew-153218",1,FALSE,0.8,0,NA,NA,NA,NA,"Verbenaceae",NA,"Phyla nodiflora",NA
"485",531,"Centaurium erythraea","","Centaurium",2,"Centaurium erythraea","Rafn","Centaurium",2,"kew-2708639",1,FALSE,0.8,0,NA,NA,NA,NA,"Gentianaceae",NA,"Centaurium erythraea",NA
"646",532,"Cynodon dactylon","","Cynodon",2,"Cynodon dactylon","(L.) Pers.","Cynodon",2,"kew-406339",1,FALSE,0.8,0,NA,NA,NA,NA,"Poaceae",NA,"Cynodon dactylon",NA
"1962",533,"Thalictrum aquilegiifolium","","Thalictrum",2,"Thalictrum aquilegiifolium","L.","Thalictrum",2,"kew-2513374",1,FALSE,0.8,0,NA,NA,NA,NA,"Ranunculaceae",NA,"Thalictrum aquilegiifolium",NA
"1132",534,"Lathyrus hirsutus","","Lathyrus",2,"Lathyrus hirsutus","L.","Lathyrus",2,"ild-7757",1,FALSE,0.8,0,NA,NA,NA,NA,"Leguminosae",NA,"Lathyrus hirsutus",NA
"589",535,"Cotoneaster pannosus","","Cotoneaster",2,"Cotoneaster pannosus","Franch.","Cotoneaster",2,"rjp-356",1,FALSE,0.8,0,NA,NA,NA,NA,"Rosaceae",NA,"Cotoneaster pannosus",NA
"1516",536,"Pinus pinea","","Pinus",2,"Pinus pinea","L.","Pinus",2,"kew-2562556",1,FALSE,0.8,0,NA,NA,NA,NA,"Pinaceae",NA,"Pinus pinea",NA
"988",537,"Helianthus tuberosus","","Helianthus",2,"Helianthus tuberosus","Parry","Helianthus",2,"gcc-18529",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Helianthus tuberosus","Multiple results"
